kód,obec,kraj,počet obyv.,datum,datum-7,"dnes (ČR: 68,3)",dnes,dnes-7,změna,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,12.10.23,19.10.23,26.10.23,2.11.23,9.11.23,16.11.23,23.11.23,30.11.23,7.12.23,14.12.23,21.12.23,28.12.23,4.1.24,11.1.24,18.1.24,25.1.24,1.2.24,8.2.24,15.2.24,22.2.24,29.2.24,7.3.24,14.3.24,21.3.24,28.3.24,4.4.24,11.4.24,18.4.24,25.4.24,2.5.24,9.5.24,16.5.24,23.5.24,30.5.24,6.6.24,13.6.24,20.6.24,27.6.24,4.7.24,11.7.24,18.7.24,25.7.24,1.8.24,8.8.24,15.8.24,22.8.24,29.8.24,5.9.24,12.9.24,19.9.24,26.9.24,3.10.24,4.10.24,5.10.24,6.10.24,7.10.24,8.10.24,9.10.24,10.10.24
3108,Písek,31,54337,10. 10. 2024,3. 10. 2024,"82,8","82,8","95,7","-12,9",22,10,24,25,39,52,45,57,78,100,80,33,24,8,8,4,2,3,2,1,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,4,3,6,6,9,10,26,28,35,"42,3","20,2","46,0","49,7","75,5","101,2","88,3","110,4","152,8","195,1","156,4","64,4","46,0","14,7","14,7","7,4","3,7","5,5","3,7","1,8","3,7","1,8","1,8","0,0","1,8","0,0","0,0","0,0","0,0","0,0","1,8","0,0","1,8","0,0","0,0","0,0","0,0","0,0","1,8","0,0","1,8","3,7","7,4","5,5","11,0","11,0","18,4","20,2","51,5","55,2","68,1","95,7","103,1","101,2","101,2","104,9","93,9","92,0","82,8"
3109,Prachatice,31,33973,10. 10. 2024,3. 10. 2024,"53,0","53,0","47,1","5,9",12,10,29,12,48,27,48,73,83,100,56,17,15,15,12,8,4,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,2,2,2,4,2,10,21,19,38,"17,7","14,7","41,2","17,7","67,7","38,3","67,7","103,0","117,7","141,3","79,5","23,5","20,6","20,6","17,7","11,8","5,9","8,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","2,9","0,0","0,0","2,9","2,9","2,9","2,9","5,9","2,9","14,7","29,4","26,5","53,0","47,1","41,2","41,2","41,2","47,1","47,1","47,1","53,0"
3110,Soběslav,31,22423,10. 10. 2024,3. 10. 2024,"75,8","75,8","71,4","4,5",33,17,100,71,29,62,67,71,75,71,62,58,42,17,21,25,17,4,12,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,12,0,0,17,17,12,62,"35,7","17,8","107,0","75,8","31,2","66,9","71,4","75,8","80,3","75,8","66,9","62,4","44,6","17,8","22,3","26,8","17,8","4,5","13,4","4,5","4,5","0,0","4,5","0,0","4,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,5","4,5","4,5","0,0","0,0","4,5","0,0","0,0","0,0","13,4","0,0","0,0","17,8","17,8","13,4","66,9","71,4","66,9","66,9","62,4","58,0","66,9","80,3","75,8"
3111,Strakonice,31,45297,10. 10. 2024,3. 10. 2024,"90,5","90,5","88,3","2,2",25,15,45,42,51,55,69,87,88,100,91,28,49,12,7,7,4,0,4,9,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4,3,4,4,15,21,30,43,73,"37,5","22,1","66,2","61,8","75,1","81,7","101,6","128,0","130,3","147,9","134,7","41,9","72,9","17,7","11,0","11,0","6,6","0,0","6,6","13,2","0,0","2,2","0,0","0,0","2,2","0,0","2,2","0,0","0,0","0,0","0,0","0,0","2,2","2,2","0,0","0,0","0,0","0,0","0,0","2,2","2,2","2,2","6,6","4,4","6,6","6,6","22,1","30,9","44,2","64,0","108,2","88,3","97,1","97,1","94,9","86,1","92,7","92,7","90,5"
3112,Tábor,31,81475,10. 10. 2024,3. 10. 2024,"72,4","72,4","70,0","2,5",30,27,42,50,49,52,45,67,92,100,73,41,33,17,11,15,7,5,1,2,4,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,3,3,7,5,4,7,28,20,57,"34,4","30,7","47,9","56,5","55,2","58,9","50,3","76,1","104,3","112,9","82,2","46,6","36,8","19,6","12,3","17,2","7,4","6,1","1,2","2,5","4,9","0,0","4,9","0,0","0,0","0,0","1,2","0,0","0,0","0,0","1,2","0,0","0,0","0,0","0,0","1,2","2,5","1,2","0,0","0,0","0,0","1,2","3,7","3,7","7,4","6,1","4,9","7,4","31,9","22,1","63,8","70,0","67,5","68,7","68,7","67,5","65,1","66,3","72,4"
3113,Trhové Sviny,31,19580,10. 10. 2024,3. 10. 2024,"40,9","40,9","46,0","-5,1",13,4,43,30,48,57,57,83,74,100,61,43,30,4,17,9,13,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,4,9,13,17,30,"15,3","5,1","51,1","35,8","56,2","66,4","66,4","97,0","86,8","117,5","71,5","51,1","35,8","5,1","20,4","10,2","15,3","5,1","0,0","5,1","5,1","5,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,1","0,0","5,1","0,0","5,1","0,0","5,1","5,1","10,2","15,3","20,4","35,8","46,0","40,9","40,9","40,9","35,8","40,9","46,0","40,9"
3114,Třeboň,31,24984,10. 10. 2024,3. 10. 2024,"72,0","72,0","80,1","-8,0",29,36,31,83,33,64,79,76,71,100,81,24,21,14,12,5,10,7,12,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,7,2,17,17,7,14,26,31,69,"48,0","60,0","52,0","140,1","56,0","108,1","132,1","128,1","120,1","168,1","136,1","40,0","36,0","24,0","20,0","8,0","16,0","12,0","20,0","0,0","0,0","12,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,0","8,0","0,0","12,0","4,0","28,0","28,0","12,0","24,0","44,0","52,0","116,1","80,1","92,1","92,1","100,1","100,1","72,0","80,1","72,0"
3115,Týn nad Vltavou,31,14068,10. 10. 2024,3. 10. 2024,"142,2","142,2","71,1","71,1",18,18,21,43,21,29,39,79,82,64,100,61,21,21,7,11,0,0,4,7,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,11,7,0,21,11,100,71,"35,5","35,5","42,6","85,3","42,6","56,9","78,2","156,4","163,5","127,9","199,0","120,8","42,6","42,6","14,2","21,3","0,0","0,0","7,1","14,2","7,1","0,0","0,0","0,0","7,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,1","0,0","0,0","7,1","0,0","7,1","0,0","0,0","0,0","0,0","0,0","21,3","14,2","0,0","42,6","21,3","199,0","142,2","71,1","99,5","99,5","99,5","113,7","113,7","135,1","142,2"
3116,Vimperk,31,17471,10. 10. 2024,3. 10. 2024,"85,9","85,9","103,0","-17,2",2,8,6,16,25,25,55,61,100,86,47,14,27,12,12,14,2,14,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,4,10,8,8,33,57,"5,7","22,9","17,2","45,8","74,4","74,4","160,3","177,4","291,9","251,8","137,4","40,1","80,1","34,3","34,3","40,1","5,7","40,1","0,0","0,0","0,0","5,7","0,0","0,0","5,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,7","0,0","0,0","5,7","5,7","0,0","0,0","0,0","5,7","11,4","28,6","22,9","22,9","97,3","166,0","103,0","125,9","120,2","120,2","120,2","120,2","103,0","85,9"
3117,Vodňany,31,12589,10. 10. 2024,3. 10. 2024,"39,7","39,7","23,8","15,9",4,17,17,33,62,42,58,25,67,100,71,25,33,29,12,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,17,21,12,38,"7,9","31,8","31,8","63,5","119,2","79,4","111,2","47,7","127,1","190,6","135,0","47,7","63,5","55,6","23,8","7,9","0,0","7,9","0,0","0,0","0,0","7,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","7,9","0,0","0,0","15,9","0,0","0,0","31,8","39,7","23,8","71,5","23,8","15,9","15,9","15,9","31,8","39,7","39,7","39,7"
3201,Blovice,32,12463,10. 10. 2024,3. 10. 2024,"168,5","168,5","240,7","-72,2",2,9,17,13,19,19,21,26,36,100,32,15,21,6,13,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,4,4,2,6,23,40,45,"8,0","32,1","64,2","48,1","72,2","72,2","80,2","96,3","136,4","377,1","120,4","56,2","80,2","24,1","48,1","0,0","24,1","24,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,0","0,0","8,0","0,0","8,0","16,0","16,0","8,0","24,1","88,3","152,5","168,5","240,7","240,7","240,7","240,7","232,7","256,8","240,7","168,5"
3202,Domažlice,32,40681,10. 10. 2024,3. 10. 2024,"120,4","120,4","95,9","24,6",30,29,23,32,26,32,36,55,85,100,77,30,22,23,14,10,5,10,4,3,1,1,0,1,0,0,0,3,0,0,1,0,3,3,1,8,0,1,1,3,1,5,5,0,10,8,15,19,26,37,74,"54,1","51,6","41,8","56,5","46,7","56,5","63,9","98,3","152,4","179,4","137,7","54,1","39,3","41,8","24,6","17,2","9,8","17,2","7,4","4,9","2,5","2,5","0,0","2,5","0,0","0,0","0,0","4,9","0,0","0,0","2,5","0,0","4,9","4,9","2,5","14,7","0,0","2,5","2,5","4,9","2,5","9,8","9,8","0,0","17,2","14,7","27,0","34,4","46,7","66,4","132,7","95,9","95,9","95,9","95,9","118,0","115,5","120,4","120,4"
3203,Horažďovice,32,11522,10. 10. 2024,3. 10. 2024,"78,1","78,1","121,5","-43,4",25,30,45,50,35,30,45,80,100,100,90,40,25,35,25,25,5,5,5,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,0,15,0,0,5,25,35,30,50,40,60,"43,4","52,1","78,1","86,8","60,8","52,1","78,1","138,9","173,6","173,6","156,2","69,4","43,4","60,8","43,4","43,4","8,7","8,7","8,7","8,7","17,4","8,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,7","0,0","8,7","8,7","8,7","0,0","26,0","0,0","0,0","8,7","43,4","60,8","52,1","86,8","69,4","104,1","121,5","121,5","121,5","121,5","112,8","78,1","52,1","78,1"
3204,Horšovský Týn,32,15115,10. 10. 2024,3. 10. 2024,"72,8","72,8","19,8","52,9",29,50,21,43,43,36,64,71,50,100,64,29,14,0,14,29,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,14,21,14,21,43,"26,5","46,3","19,8","39,7","39,7","33,1","59,5","66,2","46,3","92,6","59,5","26,5","13,2","0,0","13,2","26,5","0,0","6,6","0,0","0,0","0,0","0,0","19,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","13,2","13,2","19,8","13,2","19,8","39,7","19,8","39,7","39,7","39,7","52,9","86,0","86,0","72,8"
3205,Klatovy,32,51410,10. 10. 2024,3. 10. 2024,"83,6","83,6","79,8","3,9",15,22,13,26,23,30,50,55,60,80,100,37,26,20,8,7,4,1,0,2,0,1,3,0,0,0,1,2,2,1,5,1,1,3,1,4,3,3,0,0,3,3,3,3,9,11,12,20,16,22,64,"29,2","42,8","25,3","50,6","44,7","58,4","99,2","108,9","118,7","157,6","196,5","72,0","50,6","38,9","15,6","13,6","7,8","1,9","0,0","3,9","0,0","1,9","5,8","0,0","0,0","0,0","1,9","3,9","3,9","1,9","9,7","1,9","1,9","5,8","1,9","7,8","5,8","5,8","0,0","0,0","5,8","5,8","5,8","5,8","17,5","21,4","23,3","38,9","31,1","42,8","126,4","79,8","72,0","72,0","73,9","79,8","81,7","75,9","83,6"
3206,Kralovice,32,23015,10. 10. 2024,3. 10. 2024,"69,5","69,5","91,2","-21,7",19,19,21,17,27,25,35,40,81,100,73,44,31,25,15,10,8,2,0,4,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,4,8,6,6,6,10,10,15,46,52,"39,1","39,1","43,4","34,8","56,5","52,1","73,9","82,6","169,5","208,6","152,1","91,2","65,2","52,1","30,4","21,7","17,4","4,3","0,0","8,7","0,0","0,0","4,3","0,0","4,3","0,0","0,0","0,0","0,0","0,0","4,3","0,0","0,0","0,0","0,0","0,0","0,0","4,3","0,0","0,0","8,7","8,7","17,4","13,0","13,0","13,0","21,7","21,7","30,4","95,6","108,6","91,2","91,2","91,2","91,2","86,9","73,9","73,9","69,5"
3207,Nepomuk,32,11279,10. 10. 2024,3. 10. 2024,"0,0","0,0","35,5","-35,5",5,10,25,15,15,15,15,100,35,70,60,30,5,15,20,0,10,20,0,5,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,15,10,30,50,"8,9","17,7","44,3","26,6","26,6","26,6","26,6","177,3","62,1","124,1","106,4","53,2","8,9","26,6","35,5","0,0","17,7","35,5","0,0","8,9","0,0","17,7","0,0","0,0","0,0","8,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","26,6","0,0","17,7","26,6","17,7","53,2","88,7","35,5","35,5","35,5","35,5","26,6","17,7","17,7","0,0"
3208,Nýřany,32,60054,10. 10. 2024,3. 10. 2024,"50,0","50,0","46,6","3,3",15,13,23,20,37,33,27,68,64,100,71,39,33,10,11,5,8,1,2,0,0,0,2,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,2,2,2,2,8,4,17,13,20,30,48,"21,6","18,3","31,6","28,3","51,6","46,6","38,3","94,9","89,9","139,9","99,9","55,0","46,6","13,3","15,0","6,7","11,7","1,7","3,3","0,0","0,0","0,0","3,3","1,7","1,7","0,0","0,0","1,7","0,0","0,0","0,0","0,0","1,7","1,7","0,0","1,7","0,0","0,0","0,0","1,7","3,3","3,3","3,3","3,3","11,7","5,0","23,3","18,3","28,3","41,6","66,6","46,6","45,0","45,0","45,0","45,0","43,3","40,0","50,0"
3209,Plzeň,32,201517,10. 10. 2024,3. 10. 2024,"87,8","87,8","89,3","-1,5",16,15,18,22,27,31,41,53,75,100,85,30,28,12,8,6,3,5,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,2,1,2,3,2,6,9,9,9,15,22,33,51,"28,3","26,8","32,3","39,7","49,1","56,6","74,4","96,3","134,5","180,1","153,8","54,6","49,6","21,8","14,4","9,9","5,0","8,9","4,0","2,0","1,5","2,0","2,5","1,0","1,0","1,0","0,5","0,0","0,0","0,0","0,0","1,0","1,5","1,0","0,0","1,0","2,0","1,0","3,0","2,5","4,5","5,0","4,0","9,9","15,9","16,4","16,4","27,8","40,2","58,6","92,3","89,3","87,3","86,8","87,3","85,4","78,9","80,9","87,8"
3210,Přeštice,32,23046,10. 10. 2024,3. 10. 2024,"86,8","86,8","52,1","34,7",7,16,11,27,18,11,31,49,100,36,47,24,22,11,7,4,4,4,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,4,4,16,2,2,24,"13,0","30,4","21,7","52,1","34,7","21,7","60,7","95,5","195,3","69,4","91,1","47,7","43,4","21,7","13,0","8,7","8,7","8,7","4,3","0,0","0,0","8,7","0,0","4,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,3","8,7","4,3","4,3","4,3","8,7","8,7","30,4","4,3","4,3","47,7","52,1","65,1","65,1","65,1","69,4","73,8","86,8","86,8"
3211,Rokycany,32,50258,10. 10. 2024,3. 10. 2024,"105,5","105,5","125,4","-19,9",20,19,20,26,21,48,42,51,74,100,79,31,40,22,9,8,11,0,5,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,1,1,1,4,2,4,11,12,16,19,25,58,77,"35,8","33,8","35,8","47,8","37,8","87,5","75,6","91,5","133,3","181,1","143,3","55,7","71,6","39,8","15,9","13,9","19,9","0,0","9,9","6,0","0,0","0,0","4,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,0","0,0","0,0","2,0","0,0","8,0","0,0","2,0","2,0","2,0","8,0","4,0","8,0","19,9","21,9","29,8","33,8","45,8","105,5","139,3","125,4","127,3","125,4","127,3","121,4","125,4","113,4","105,5"
3212,Stod,32,24201,10. 10. 2024,3. 10. 2024,"33,1","33,1","49,6","-16,5",8,18,13,18,15,21,10,49,51,100,41,13,26,18,10,13,5,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,10,10,10,31,33,"12,4","28,9","20,7","28,9","24,8","33,1","16,5","78,5","82,6","161,2","66,1","20,7","41,3","28,9","16,5","20,7","8,3","0,0","4,1","0,0","4,1","0,0","0,0","0,0","4,1","0,0","4,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,3","4,1","8,3","8,3","8,3","16,5","16,5","16,5","49,6","53,7","49,6","53,7","53,7","53,7","53,7","33,1","24,8","33,1"
